,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
335,335,335,ModivCare Inc.,HEALTHCARE SERVICES,[6] Highly leveraged (was [5]),[3] Intermediate risk,"ModivCare Inc., a technology-enabled healthcare services company, provides a suite of integrated supportive care solutions for public and private payors and their members.",-0.07,7.32,-0.07,-0.11,-0.11,-1.2,2.25,1.39,5.18,1.78,MODV
336,336,336,Option Care Health Inc.,HEALTHCARE SERVICES,[4] Significant,[3] Intermediate risk,"Option Care Health, Inc. offers home and alternate site infusion services in the United States.",0.32,2.0,0.46,0.41,0.72,7.25,7.95,7.31,8.76,7.67,OPCH
337,337,337,Quest Diagnostics Inc.,HEALTHCARE SERVICES,[3] Intermediate,[3] Intermediate risk,Quest Diagnostics Incorporated provides diagnostic testing and services in the United States and internationally.,0.23,2.26,0.26,0.18,0.31,7.8,13.0,14.4,19.2,7.37,DGX
338,338,338,RadNet Inc.,HEALTHCARE SERVICES,[5] Aggressive,[3] Intermediate risk,"RadNet, Inc., together with its subsidiaries, provides outpatient diagnostic imaging services in the United States.",0.12,3.57,0.13,0.02,0.02,2.89,5.22,5.66,13.7,2.65,RDNT
339,339,339,Surgery Partners Inc.,HEALTHCARE SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Surgery Partners, Inc., through its subsidiaries, owns and operates a network of surgical facilities and ancillary services in the United States.",,4.85,,,,,2.76,15.2,19.4,4.2,SGRY
340,340,340,Tenet Healthcare Corp.,HEALTHCARE SERVICES,[6] Highly leveraged,[3] Intermediate risk,Tenet Healthcare Corporation operates as a diversified healthcare services company in the United States.,0.15,3.66,0.16,0.11,0.12,2.64,4.53,13.6,17.8,8.17,THC
341,341,341,Universal Health Services Inc.,HEALTHCARE SERVICES,[3] Intermediate,[3] Intermediate risk,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities.",0.21,2.83,0.22,0.08,0.19,5.63,9.48,8.29,12.4,6.44,UHS
342,342,342,Beazer Homes USA Inc.,HOMEBUILDERS & DEVELOPERS,[6] Highly leveraged,[4] Moderately high risk,"Beazer Homes USA, Inc. operates as a homebuilder in the United States.",0.04,4.79,0.06,0.03,0.03,,,7.89,8.44,5.2,BZH
343,343,343,Century Communities Inc.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"Century Communities, Inc., together with its subsidiaries, engages in the design, development, construction, marketing, and sale of single-family attached and detached homes.",0.03,2.88,0.04,-0.08,-0.03,,,9.63,10.1,6.29,CCS
344,344,344,D.R. Horton Inc.,HOMEBUILDERS & DEVELOPERS,[3] Intermediate,[4] Moderately high risk,"D.R. Horton, Inc. operates as a homebuilding company in East, North, Southeast, South Central, Southwest, and Northwest regions in the United States.",0.6,0.38,2.2,2.1,3.34,,,17.2,17.5,14.0,DHI
345,345,345,Five Point Holdings LLC,HOMEBUILDERS & DEVELOPERS,[6] Highly leveraged,[4] Moderately high risk,"Five Point Holdings, LLC, through its subsidiary, Five Point Operating Company, LP, owns and develops mixed-use and planned communities in Orange County, Los Angeles County, and San Francisco County.",,7.93,,,,,,12.4,20.6,0.62,FPH
346,346,346,Forestar Group Inc.,HOMEBUILDERS & DEVELOPERS,[5] Aggressive,[4] Moderately high risk,Forestar Group Inc. operates as a residential lot development company in the United States.,0.36,1.01,2.95,2.94,2.95,,,16.1,16.3,7.58,FOR
347,347,347,Hovnanian Enterprises Inc.,HOMEBUILDERS & DEVELOPERS,[6] Highly leveraged,[4] Moderately high risk,"Hovnanian Enterprises, Inc., through its subsidiaries, designs, constructs, markets, and sells residential homes in the United States.",,2.99,,,,,5.77,9.72,10.1,10.1,HOV
348,348,348,KB Home,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,KB Home operates as a homebuilding company in the United States.,0.63,1.2,1.09,1.06,1.55,,,12.0,12.6,8.7,KBH
349,349,349,Lennar Corp.,HOMEBUILDERS & DEVELOPERS,[3] Intermediate,[4] Moderately high risk,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States.",1.01,0.0,-1.63,-1.6,-2.11,335.6,0.0,16.0,16.3,11.0,LEN
350,350,350,LGI Homes Inc.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"LGI Homes, Inc. designs, constructs, and sells homes.",-0.04,4.92,-0.05,-0.05,-0.05,,,10.2,10.3,5.1,LGIH
351,351,351,M/I Homes Inc.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"M/I Homes, Inc., together with its subsidiaries, engages in the construction and sale of single-family residential homes in Ohio, Indiana, Illinois, Minnesota, Michigan, Florida, Texas, North Carolina, and Tennessee.",0.6,0.3,3.05,3.02,3.38,,,14.3,14.7,11.1,MHO
352,352,352,Meritage Homes Corp.,HOMEBUILDERS & DEVELOPERS,[3] Intermediate,[4] Moderately high risk,"Meritage Homes Corporation, together with its subsidiaries, designs and builds single-family attached and detached homes in the United States.",0.34,0.15,2.52,2.25,2.95,,,14.7,15.1,10.4,MTH
353,353,353,NVR Inc.,HOMEBUILDERS & DEVELOPERS,[1] Minimal,[4] Moderately high risk,"NVR, Inc. operates as a homebuilder in the United States.",1.46,0.0,-0.71,-0.7,-1.22,55.7,75.9,20.2,20.4,24.7,NVR
354,354,354,PulteGroup Inc.,HOMEBUILDERS & DEVELOPERS,[3] Intermediate,[4] Moderately high risk,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States.",0.82,0.24,2.55,2.44,3.78,4683.9,0.0,21.3,21.8,17.3,PHM
355,355,355,Taylor Morrison Home Corp.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"Taylor Morrison Home Corporation, together with its subsidiaries, operates as a public homebuilder in the United States.",0.38,1.12,0.62,0.59,0.69,,,14.9,15.4,9.42,TMHC
356,356,356,Toll Brothers Inc.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"Toll Brothers, Inc., together with its subsidiaries, designs, builds, markets, sells, and arranges finance for a range of detached and attached homes in luxury residential communities in the United States.",,1.02,,,,,,18.2,19.0,12.0,TOL
357,357,357,Tri Pointe Homes Inc.,HOMEBUILDERS & DEVELOPERS,[4] Significant,[4] Moderately high risk,"Tri Pointe Homes, Inc. engages in the design, construction, and sale of single-family attached and detached homes in the United States.",0.13,1.24,0.33,0.29,0.6,,,11.9,12.6,6.3,TPH
358,358,358,Bally's Corp.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Bally's Corporation, a gaming, hospitality, and entertainment company, engages in casinos and resorts, and online gaming businesses in the United States.",,24.8,,,,,0.68,-4.92,7.67,-1.36,BALY
359,359,359,Bowlero Corp.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Bowlero Corp. operates bowling entertainment centers under the AMF, Bowlmor Lanes, and Bowlero brand names.",0.06,6.27,0.08,-0.01,0.18,1.21,2.94,15.4,26.3,4.83,BOWL
360,360,360,Boyd Gaming Corp.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania.",,2.74,,,,,7.36,27.0,33.7,11.5,BYD
361,361,361,Brunswick Corp.,LEISURE & SPORTS,[2] Modest,[3] Intermediate risk,"Brunswick Corporation designs, manufactures, and markets recreation products in the United States, Europe, the Asia-Pacific, Canada, and internationally.",0.29,1.87,0.35,0.21,0.4,6.63,10.1,12.4,16.7,10.6,BC
362,362,362,Caesars Entertainment Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Caesars Entertainment, Inc. operates as a gaming and hospitality company.",0.07,6.09,0.07,0.02,0.02,0.77,1.73,22.2,33.1,5.29,CZR
363,363,363,Cedar Fair L.P.,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,"Cedar Fair, L.P. owns and operates amusement and water parks, as well as complementary resort facilities.",0.14,4.5,0.14,0.05,0.11,2.3,3.6,18.0,26.8,11.5,FUN
364,364,364,Century Casinos Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Century Casinos, Inc. operates as a casino entertainment company in the United States, Canada, and Poland.",0.03,7.68,0.05,-0.03,-0.03,0.34,1.27,12.7,19.8,3.92,CNTY
365,365,365,Choice Hotels International Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Choice Hotels International, Inc., together with its subsidiaries, operates as a hotel franchisor in the United States and internationally.",0.18,3.35,0.18,0.11,0.36,4.65,7.75,57.3,63.3,17.2,CHH
366,366,366,Churchill Downs Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Churchill Downs Incorporated operates as a racing, online wagering, and gaming entertainment company in the United States.",0.12,6.15,0.13,-0.01,0.01,2.26,2.88,24.1,30.4,6.77,CHDN
367,367,367,Endeavor Group Holdings Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Endeavor Group Holdings, Inc. operates as an entertainment, sports, and content company worldwide.",0.07,4.63,0.08,0.03,0.09,1.13,2.73,9.53,15.2,2.51,EDR
368,368,368,Everi Holdings Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Everi Holdings Inc. develops and supplies entertaining game content, gaming machines, and gaming systems and services for land-based and iGaming operators in the United States, Canada, Australia, the United Kingdom, Europe, the Caribbean, Central America, and Asia.",0.29,2.16,0.41,0.22,0.39,3.81,4.82,25.5,43.2,10.7,EVRI
369,369,369,Full House Resorts Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Full House Resorts owns, leases, develops and operates gaming facilities throughout the country.",0.02,14.5,0.02,-0.45,-0.45,0.31,1.39,0.36,11.6,0.09,FLL
370,370,370,Golden Entertainment Inc.,LEISURE & SPORTS,[3] Intermediate (was [5]),[3] Intermediate risk,"Golden Entertainment owns and operates a diversified entertainment platform, consisting of a portfolio of gaming and hospitality assets that focus on casino, branded taverns and distributed gaming operations.",0.19,1.89,0.16,0.07,0.11,2.15,4.15,11.0,19.3,5.41,GDEN
371,371,371,Harley-Davidson Inc.,LEISURE & SPORTS,[1] Minimal,[3] Intermediate risk,"Harley-Davidson, Inc. manufactures and sells motorcycles in the United States and internationally.",0.1,5.81,0.13,0.09,0.17,24.5,33.8,14.7,17.4,5.26,HOG
372,372,372,Hasbro Inc.,LEISURE & SPORTS,[3] Intermediate,[3] Intermediate risk,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company in the United States and internationally.",0.21,6.16,0.25,0.18,0.32,3.9,2.55,5.27,9.48,2.86,HAS
373,373,373,Hilton Grand Vacations Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Hilton Grand Vacations Inc., a timeshare company, develops, markets, sells, manages, and operates the resorts, plans and ancillary reservation services under the Hilton Grand Vacations brand.",0.08,3.78,0.08,0.07,0.18,1.74,5.54,19.2,25.3,7.15,HGV
374,374,374,Hilton Worldwide Holdings Inc.,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts.",0.19,3.68,0.21,0.19,0.47,4.19,5.46,51.4,54.7,17.3,HLT
375,375,375,Host Hotels & Resorts Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels.",,2.43,,,,,7.83,14.0,26.9,4.01,HST
376,376,376,Hyatt Hotels Corp.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,Hyatt Hotels Corporation operates as a hospitality company in the United States and internationally.,0.24,2.91,0.32,0.24,0.45,5.52,5.86,4.58,10.5,2.71,H
377,377,377,International Game Technology PLC,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,"International Game Technology PLC operates and provides gaming technology products and services in North America, Europe, the Middle East, Africa, Asia-Pacific, Latin America, and the Caribbean.",0.15,3.51,0.17,0.1,0.13,3.07,5.23,23.0,34.6,7.74,IGT
378,378,378,Las Vegas Sands Corp.,LEISURE & SPORTS,[4] Significant (was [5]),[3] Intermediate risk,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Macao and Singapore.",0.23,2.53,0.35,0.24,0.33,3.95,4.45,22.6,34.2,7.66,LVS
379,379,379,Light & Wonder Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Light & Wonder, Inc. operates as a cross-platform games company in the United States and internationally.",0.09,3.3,0.11,0.03,0.17,1.13,3.03,20.1,31.9,6.9,LWLG
380,380,380,Lindblad Expeditions Holdings Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Lindblad Expeditions Holdings, Inc. provides marine expedition adventures and travel experience worldwide.",0.05,8.12,0.07,0.0,0.0,0.71,1.24,1.63,9.55,1.1,LIND
381,381,381,Marriott International Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Marriott International, Inc. engages in operating, franchising, and licensing hotel, residential, timeshare, and other lodging properties worldwide.",0.25,2.75,0.25,0.22,0.59,5.61,8.06,62.3,67.8,20.5,MAR
382,382,382,Marriott Vacations Worldwide Corp.,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,"Marriott Vacations Worldwide Corporation, a vacation company, develops, markets, sells, and manages vacation ownership and related products.",0.04,6.82,0.05,0.05,0.13,1.6,4.98,18.5,22.8,4.82,VAC
383,383,383,Mattel Inc.,LEISURE & SPORTS,[3] Intermediate,[3] Intermediate risk,"Mattel, Inc., a children’s and family entertainment company, designs and produces toys and consumer products worldwide.",0.34,1.39,0.66,0.53,0.53,7.03,7.73,11.7,15.0,8.44,MAT
384,384,384,MGM Resorts International,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"MGM Resorts International, through its subsidiaries, owns and operates casino, hotel, and entertainment resorts in the United States and internationally.",0.08,6.1,0.09,0.06,0.14,5.85,10.2,9.82,14.9,2.62,MGM
385,385,385,Park Hotels & Resorts Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,Park is one of the largest publicly traded lodging REITs with a diverse portfolio of market-leading hotels and resorts with significant underlying real estate value.,0.1,6.0,0.11,0.11,0.19,1.8,2.68,13.2,22.7,2.52,PK
386,386,386,Patrick Industries Inc.,LEISURE & SPORTS,[4] Significant,[3] Intermediate risk,"Patrick Industries, Inc. manufactures and distributes components, building products, and materials for the recreational vehicle, marine, manufactured housing, and industrial markets in the United States, Mexico, China, and Canada.",0.34,2.6,0.34,0.29,0.29,5.93,6.68,7.5,11.7,6.98,PATK
387,387,387,PENN Entertainment Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"PENN Entertainment, Inc., together with its subsidiaries, provides integrated entertainment, sports content, and casino gaming experiences.",0.04,6.84,0.04,0.01,0.02,0.98,3.3,6.26,13.1,1.59,PENN
388,388,388,Playa Hotels & Resorts N.V.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Playa Hotels & Resorts N.V., together with its subsidiaries, owns, develops, and operates resorts in prime beachfront locations in Mexico and the Caribbean.",0.13,3.04,0.17,0.11,0.35,1.26,2.41,17.8,26.3,6.4,PLYA
389,389,389,RLJ Lodging Trust,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels.",,5.18,,,,,3.57,11.5,25.4,2.01,RLJ
390,390,390,Royal Caribbean Cruises Ltd.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,Royal Caribbean Cruises Ltd. operates as a cruise company worldwide.,0.2,4.74,0.21,0.03,0.03,3.19,3.26,20.7,31.2,6.69,RCL
391,391,391,Ryman Hospitality Properties Inc.,LEISURE & SPORTS,[6] Highly leveraged,[3] Intermediate risk,"Ryman Hospitality Properties, Inc. (NYSE: RHP) is a leading lodging and hospitality real estate investment trust that specializes in upscale convention center resorts and entertainment experiences.",0.16,4.32,0.19,0.19,0.25,2.64,3.19,20.7,30.5,7.11,RHP
392,392,392,Six Flags Entertainment Corp.,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,Six Flags Entertainment Corporation owns and operates regional theme and waterparks under the Six Flags name.,0.13,4.67,0.13,0.07,0.07,2.1,3.31,25.2,33.5,10.4,SIX
393,393,393,Thor Industries Inc.,LEISURE & SPORTS,[3] Intermediate,[3] Intermediate risk,"Thor Industries, Inc. designs, manufactures, and sells recreational vehicles (RVs), and related parts and accessories in the United States, Canada, and Europe.",0.71,1.14,1.04,0.83,0.99,9.99,8.35,4.6,7.24,5.66,THO
394,394,394,Travel + Leisure Co.,LEISURE & SPORTS,[5] Aggressive,[3] Intermediate risk,"Travel + Leisure Co., together with its subsidiaries, provides hospitality services and travel products in the United States and internationally.",0.06,6.07,0.06,0.05,0.13,1.39,3.56,19.9,22.9,9.65,TNL
395,395,395,Vail Resorts Inc.,LEISURE & SPORTS,[3] Intermediate,[3] Intermediate risk,"Vail Resorts, Inc., through its subsidiaries, operates mountain resorts and regional ski areas in the United States.",0.21,2.64,0.26,0.16,0.51,4.01,5.44,18.0,27.5,7.58,MTN
